priorytet;rodzina;model_podpis;liczba_rekordow;status;kandydaci_id_model;proponowany_id_model;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_uzytkownika;uwagi_uzytkownika
NISKI;RICOH;MP 3002;2;jednoznaczny_niepelny;471(3/4);471;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=471 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 471: PLIK;;
NISKI;RICOH;MP 4000B;2;jednoznaczny_niepelny;204(3/4);204;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=204 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 204: PLIK;;
NISKI;RICOH;MP 5002;2;jednoznaczny_niepelny;483(3/4);483;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=483 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 483: PLIK;;
NISKI;RICOH;MP 501SP;2;decyzja_duplikat;376(3/4) | 30002514(2/4);;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 7001;2;jednoznaczny_niepelny;369(3/4);369;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=369 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 369: PLIK;;
NISKI;RICOH;MP6055;2;jednoznaczny_niepelny;30002500(3/4);30002500;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002500 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002500: PLIK;;
NISKI;RICOH;MPC 401;2;jednoznaczny_niepelny;494(2/4);494;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=494 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 494: RODZAJ, PLIK;;
NISKI;RICOH;SP 5210 SR;2;jednoznaczny_niepelny;408(3/4);408;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=408 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 408: PLIK;;
NISKI;BROTHER;DCP-L 5500 dn;1;jednoznaczny_niepelny;7(1/4);7;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=7 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 7: RODZAJ, KOLOR, PLIK;;
NISKI;BROTHER;MFC-J6920DW;1;jednoznaczny_niepelny;10(2/4);10;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=10 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 10: RODZAJ, PLIK;;
NISKI;BROTHER;MPF-8950DW;1;jednoznaczny_niepelny;8(3/4);8;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=8 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 8: PLIK;;
NISKI;BROTHER;XYZ;1;jednoznaczny_niepelny;9(1/4);9;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=9 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 9: RODZAJ, KOLOR, PLIK;;
NISKI;CANON;1643 i;1;jednoznaczny_niepelny;30002493(2/4);30002493;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002493 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002493: RODZAJ, PLIK;;
NISKI;CANON;4025I;1;jednoznaczny_niepelny;14(3/4);14;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=14 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 14: PLIK;;
NISKI;CANON;4320D;1;jednoznaczny_niepelny;15(3/4);15;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=15 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 15: PLIK;;
NISKI;CANON;C 250I;1;jednoznaczny_niepelny;18(3/4);18;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=18 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 18: PLIK;;
NISKI;CANON;DR-G2110;1;jednoznaczny_niepelny;546(3/4);546;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=546 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 546: PLIK;;
NISKI;CANON;IPF 750;1;jednoznaczny_niepelny;21(3/4);21;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=21 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 21: PLIK;;
NISKI;CANON;IPF 755;1;jednoznaczny_niepelny;22(3/4);22;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=22 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 22: PLIK;;
NISKI;CANON;IR 1020;1;jednoznaczny_niepelny;25(3/4);25;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=25 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 25: PLIK;;
NISKI;CANON;IR 2022;1;jednoznaczny_niepelny;30(3/4);30;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30: PLIK;;
NISKI;CANON;IR 2530;1;decyzja_duplikat;34(3/4) | 553(3/4);;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;IR 2870;1;jednoznaczny_niepelny;36(3/4);36;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=36 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 36: PLIK;;
NISKI;CANON;IR 3235;1;jednoznaczny_niepelny;38(3/4);38;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=38 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 38: PLIK;;
NISKI;CANON;IR 3245;1;jednoznaczny_niepelny;39(3/4);39;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=39 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 39: PLIK;;
NISKI;CANON;IR 5000;1;jednoznaczny_niepelny;41(3/4);41;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=41 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 41: PLIK;;
NISKI;CANON;IR ADV DX C 3720i;1;jednoznaczny_niepelny;43(1/4);43;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=43 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 43: RODZAJ, KOLOR, PLIK;;
NISKI;CANON;IR ADVANCE 400I;1;jednoznaczny_niepelny;44(3/4);44;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=44 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 44: PLIK;;
NISKI;CANON;IR ADVANCE C6255I;1;jednoznaczny_niepelny;49(2/4);49;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=49 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 49: KOLOR, PLIK;;
NISKI;CANON;IRC3720i;1;decyzja_duplikat;53(3/4) | 554(3/4);;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;ISENSYS LBP 6670DN;1;jednoznaczny_niepelny;54(2/4);54;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=54 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 54: KOLOR, PLIK;;
NISKI;CANON;L- 160;1;jednoznaczny_niepelny;55(2/4);55;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=55 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 55: KOLOR, PLIK;;
NISKI;CANON;MF 229DW;1;jednoznaczny_niepelny;56(2/4);56;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=56 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 56: RODZAJ, PLIK;;
NISKI;CANON;NP 612;1;decyzja_duplikat;57(1/4) | 555(1/4);;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;NP 6512;1;jednoznaczny_niepelny;58(2/4);58;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=58 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 58: KOLOR, PLIK;;
NISKI;CANON;PC-D 320;1;jednoznaczny_niepelny;59(2/4);59;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=59 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 59: KOLOR, PLIK;;
NISKI;CANON;PIXMA MG5750;1;jednoznaczny_niepelny;60(2/4);60;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=60 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 60: KOLOR, PLIK;;
NISKI;CANON;SF 330;1;jednoznaczny_niepelny;61(3/4);61;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=61 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 61: PLIK;;
NISKI;CANON;i-SENSYS MF754Cdw;1;decyzja_duplikat;62(2/4) | 556(2/4);;KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;imagePROGRAF iPF670;1;jednoznaczny_niepelny;64(2/4);64;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=64 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 64: KOLOR, PLIK;;
NISKI;EPSON;EB-U 05;1;jednoznaczny_niepelny;81(3/4);81;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=81 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 81: PLIK;;
NISKI;EPSON;EH-TW 5650;1;jednoznaczny_niepelny;82(3/4);82;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=82 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 82: PLIK;;
NISKI;EPSON;EPSONEB-U 42;1;jednoznaczny_niepelny;83(2/4);83;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=83 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 83: KOLOR, PLIK;;
NISKI;EPSON;SC-T 5100;1;jednoznaczny_niepelny;85(3/4);85;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=85 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 85: PLIK;;
NISKI;EPSON;SC-T5200D;1;jednoznaczny_niepelny;86(3/4);86;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=86 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 86: PLIK;;
NISKI;EPSON;WF-100W;1;jednoznaczny_niepelny;88(3/4);88;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=88 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 88: PLIK;;
NISKI;EPSON;WF-5690;1;jednoznaczny_niepelny;89(3/4);89;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=89 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 89: PLIK;;
NISKI;EPSON;WF-C579R;1;jednoznaczny_niepelny;94(3/4);94;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=94 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 94: PLIK;;
NISKI;EPSON;WFC PRO 879 RD WF;1;decyzja_duplikat;100(2/4) | 558(2/4);;KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;HP;1320;1;jednoznaczny_niepelny;142(3/4);142;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=142 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 142: PLIK;;
NISKI;HP;2320;1;jednoznaczny_niepelny;143(3/4);143;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=143 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 143: PLIK;;
NISKI;HP;3015;1;jednoznaczny_niepelny;144(2/4);144;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=144 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 144: RODZAJ, PLIK;;
NISKI;HP;3545;1;jednoznaczny_niepelny;145(3/4);145;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=145 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 145: PLIK;;
NISKI;HP;Color Laser 2600;1;jednoznaczny_niepelny;147(2/4);147;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=147 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 147: KOLOR, PLIK;;
NISKI;HP;Color Laser CP3525dn;1;jednoznaczny_niepelny;148(2/4);148;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=148 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 148: KOLOR, PLIK;;
NISKI;HP;DESIGNJET T1300ps;1;jednoznaczny_niepelny;149(2/4);149;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=149 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 149: KOLOR, PLIK;;
NISKI;HP;Design Jet T3500;1;jednoznaczny_niepelny;30002515(3/4);30002515;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002515 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002515: PLIK;;
NISKI;HP;DesignJet 750C+;1;jednoznaczny_niepelny;150(2/4);150;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=150 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 150: KOLOR, PLIK;;
NISKI;HP;DesignJet T2300;1;jednoznaczny_niepelny;30002510(2/4);30002510;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002510 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002510: RODZAJ, PLIK;;
NISKI;HP;DesignJet T525;1;jednoznaczny_niepelny;424(1/4);424;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=424 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 424: RODZAJ, KOLOR, PLIK;;
NISKI;HP;E77830;1;jednoznaczny_niepelny;152(3/4);152;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=152 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 152: PLIK;;
NISKI;HP;HP Designjet T525;1;jednoznaczny_niepelny;154(2/4);154;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=154 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 154: KOLOR, PLIK;;
NISKI;HP;HP Designjet T730;1;jednoznaczny_niepelny;156(2/4);156;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=156 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 156: KOLOR, PLIK;;
NISKI;HP;LASER JET PRO MFPM227-fdm;1;jednoznaczny_niepelny;157(2/4);157;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=157 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 157: KOLOR, PLIK;;
NISKI;HP;LASER JET PRO MFPM28-M31;1;jednoznaczny_niepelny;158(2/4);158;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=158 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 158: KOLOR, PLIK;;
NISKI;HP;LJ 1212;1;jednoznaczny_niepelny;159(3/4);159;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=159 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 159: PLIK;;
NISKI;HP;LJ 4000;1;jednoznaczny_niepelny;161(3/4);161;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=161 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 161: PLIK;;
NISKI;HP;LJ M201DW;1;jednoznaczny_niepelny;162(3/4);162;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=162 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 162: PLIK;;
NISKI;HP;LJ P2015 D;1;jednoznaczny_niepelny;163(3/4);163;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=163 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 163: PLIK;;
NISKI;HP;LaserJet 3052;1;jednoznaczny_niepelny;164(1/4);164;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=164 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 164: RODZAJ, KOLOR, PLIK;;
NISKI;HP;LaserJet M1522nf;1;jednoznaczny_niepelny;165(2/4);165;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=165 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 165: KOLOR, PLIK;;
NISKI;HP;LaserJet500;1;jednoznaczny_niepelny;166(2/4);166;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=166 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 166: RODZAJ, PLIK;;
NISKI;HP;M575;1;jednoznaczny_niepelny;167(2/4);167;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=167 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 167: RODZAJ, PLIK;;
NISKI;HP;Officejet 6500A;1;jednoznaczny_niepelny;168(2/4);168;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=168 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 168: KOLOR, PLIK;;
NISKI;HP;T 795;1;jednoznaczny_niepelny;169(2/4);169;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=169 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 169: KOLOR, PLIK;;
NISKI;HP;laserJet pro 400 M 401 dn;1;jednoznaczny_niepelny;170(1/4);170;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=170 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 170: RODZAJ, KOLOR, PLIK;;
NISKI;HP;mfp426 fdw;1;jednoznaczny_niepelny;533(1/4);533;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=533 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 533: RODZAJ, KOLOR, PLIK;;
NISKI;KONICA MINOLTA;+ 250I;1;decyzja_duplikat;68(1/4) | 557(1/4);;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KONICA MINOLTA;1216;1;jednoznaczny_niepelny;231(3/4);231;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=231 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 231: PLIK;;
NISKI;KONICA MINOLTA;1480MF;1;jednoznaczny_niepelny;232(3/4);232;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=232 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 232: PLIK;;
NISKI;KONICA MINOLTA;163;1;jednoznaczny_niepelny;234(3/4);234;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=234 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 234: PLIK;;
NISKI;KONICA MINOLTA;164;1;jednoznaczny_niepelny;235(3/4);235;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=235 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 235: PLIK;;
NISKI;KONICA MINOLTA;1690 MF;1;jednoznaczny_niepelny;236(3/4);236;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=236 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 236: PLIK;;
NISKI;KONICA MINOLTA;236;1;jednoznaczny_niepelny;69(3/4);69;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=69 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 69: PLIK;;
NISKI;KONICA MINOLTA;282;1;jednoznaczny_niepelny;237(3/4);237;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=237 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 237: PLIK;;
NISKI;KONICA MINOLTA;283;1;jednoznaczny_niepelny;238(3/4);238;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=238 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 238: PLIK;;
NISKI;KONICA MINOLTA;7145;1;jednoznaczny_niepelny;240(3/4);240;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=240 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 240: PLIK;;
NISKI;KONICA MINOLTA;7222;1;jednoznaczny_niepelny;241(3/4);241;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=241 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 241: PLIK;;
NISKI;KONICA MINOLTA;BIZHUB 250;1;jednoznaczny_niepelny;243(2/4);243;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=243 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 243: RODZAJ, PLIK;;
NISKI;KONICA MINOLTA;BIZHUB C25;1;jednoznaczny_niepelny;267(2/4);267;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=267 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 267: RODZAJ, PLIK;;
