priorytet;rodzina;model_podpis;duplikaty_w_model;id_model_kandydaci;proponowany_id_model;score_proponowanego;braki_proponowanego;niespojnosc_rodzaj_kolor;grupa_proponowana;rodzaj_proponowany;kolor_proponowany;plik_proponowany;maszyna_lacznie;maszyna_bez_id_model;maszyna_z_id_model;magazyn_seryjny_lacznie;magazyn_seryjny_bez_id_model;status_mastera;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_kanoniczny_id_model;uzupelnij_grupa;uzupelnij_rodzaj;uzupelnij_kolor;uzupelnij_plik;uwagi_uzytkownika
NISKI;RICOH;DSM 745;1;333(3/4);333;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;5;5;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=333 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 333: PLIK;;;;;;
NISKI;RICOH;IM 2500;2;455(3/4), 574(3/4);455;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;5;5;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;RICOH;MP 3555;1;477(4/4);477;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;5;5;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 5001;1;364(3/4);364;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;5;5;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=364 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 364: PLIK;;;;;;
NISKI;RICOH;MPC 3500;1;394(4/4);394;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_mp_c2003.png;5;5;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;TRIUMPH-ADLER;4030;1;513(3/4);513;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;5;5;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=513 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 513: PLIK;;;;;;
NISKI;CANON;IR 3035;1;37(3/4);37;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=37 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 37: PLIK;;;;;;
NISKI;HP;HP Designjet T650;1;155(2/4);155;2/4;KOLOR, PLIK;;Druk;ploter;;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=155 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 155: KOLOR, PLIK;;;;;;
NISKI;KONICA MINOLTA;162;1;233(3/4);233;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=233 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 233: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 203;1;245(3/4);245;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=245 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 245: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO 220;1;70(3/4);70;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=70 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 70: PLIK;;;;;;
NISKI;KYOCERA;300ci;1;520(4/4);520;4/4;;;Druk;Drukarka laserowa A4;NIE;https://ksero-partner.com.pl/imgdev/Utax 300ci.jpg;4;4;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;KYOCERA;P 6235C;1;282(3/4);282;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=282 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 282: PLIK;;;;;;
NISKI;KYOCERA;P-5532;1;525(3/4);525;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=525 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 525: PLIK;;;;;;
NISKI;RICOH;1515;1;427(3/4);427;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=427 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 427: PLIK;;;;;;
NISKI;RICOH;DSC 328;1;314(3/4);314;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=314 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 314: PLIK;;;;;;
NISKI;RICOH;DSC 424;1;316(3/4);316;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=316 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 316: PLIK;;;;;;
NISKI;RICOH;DSC 435;1;317(3/4);317;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=317 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 317: PLIK;;;;;;
NISKI;RICOH;IMC 2000;2;461(3/4), 579(3/4);461;3/4;RODZAJ;;Druk;;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_im_c2000.png;4;4;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ.;;;;;;
NISKI;RICOH;MP 1600;1;337(2/4);337;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3;;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=337 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 337: KOLOR, PLIK;;;;;;
NISKI;RICOH;MP 5000;1;363(4/4);363;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;4;4;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 6002;1;367(3/4);367;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=367 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 367: PLIK;;;;;;
NISKI;RICOH;Ricoh IM 350;1;632(3/4);632;3/4;RODZAJ;;Druk;;NIE;https://ksero-partner.com.pl/imgdev/R_IM_350.jpg;4;4;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=632 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 632: RODZAJ;;;;;;
NISKI;CANON;IR 1024IF;1;27(3/4);27;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=27 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 27: PLIK;;;;;;
NISKI;CANON;IR 2200;1;31(3/4);31;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=31 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 31: PLIK;;;;;;
NISKI;CANON;IR 6555I;1;42(3/4);42;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=42 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 42: PLIK;;;;;;
NISKI;CANON;IR ADVANCE 4225I;1;45(3/4);45;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=45 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 45: PLIK;;;;;;
NISKI;CANON;imagePROGRAF TM-300;1;63(2/4);63;2/4;KOLOR, PLIK;;Druk;ploter;;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=63 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 63: KOLOR, PLIK;;;;;;
NISKI;EPSON;EPSONSC-T 5100;1;84(2/4);84;2/4;KOLOR, PLIK;;Druk;ploter;;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=84 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 84: KOLOR, PLIK;;;;;;
NISKI;EPSON;WF-C5790DWF;1;93(3/4);93;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=93 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 93: PLIK;;;;;;
NISKI;HP;DesignJet T650;1;151(2/4);151;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=151 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 151: KOLOR, PLIK;;;;;;
NISKI;HP;HP Designjet 510;1;153(2/4);153;2/4;KOLOR, PLIK;;Druk;ploter;;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=153 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 153: KOLOR, PLIK;;;;;;
NISKI;KONICA MINOLTA;BIZHUB 223;1;242(3/4);242;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=242 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 242: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 450;1;262(3/4);262;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=262 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 262: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 451;2;263(2/4), 548(2/4);263;2/4;RODZAJ, PLIK;;Druk;;TAK;;3;3;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ, PLIK.;;;;;;
NISKI;KONICA MINOLTA;INEO+ 284;1;74(3/4);74;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=74 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 74: PLIK;;;;;;
NISKI;KYOCERA;TASKalfa 356ci;1;283(3/4);283;3/4;KOLOR;;Druk;Drukarka laserowa A4;;https://ksero-partner.com.pl/imgdev/utax 300ci.jpg;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=283 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 283: KOLOR;;;;;;
NISKI;RICOH;3205;1;306(3/4);306;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=306 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 306: PLIK;;;;;;
NISKI;RICOH;5210 SF;1;449(3/4);449;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=449 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 449: PLIK;;;;;;
NISKI;RICOH;7502;1;450(3/4);450;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=450 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 450: PLIK;;;;;;
NISKI;RICOH;DSM 735;1;335(3/4);335;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=335 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 335: PLIK;;;;;;
NISKI;RICOH;MP 3053;1;474(4/4);474;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;3;3;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 5054;2;484(4/4), 595(4/4);484;4/4;;;Druk;Kserokopiarka analogowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;3;3;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;MP 8001;1;370(3/4);370;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=370 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 370: PLIK;;;;;;
NISKI;RICOH;MPC 2004ex sp;1;403(4/4);403;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/R_MPC3004_4504SP.jpg;3;3;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;TRIUMPH-ADLER;P-C3061;1;515(3/4);515;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;3;3;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=515 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 515: PLIK;;;;;;
NISKI;CANON;6612;1;17(3/4);17;3/4;PLIK;;Druk;Kserokopiarka analogowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=17 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 17: PLIK;;;;;;
NISKI;CANON;C 5030I;1;19(2/4);19;2/4;RODZAJ, PLIK;;Druk;;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=19 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 19: RODZAJ, PLIK;;;;;;
NISKI;CANON;FORMULA DR- 6010C;1;20(2/4);20;2/4;KOLOR, PLIK;;Druk;Skaner;;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=20 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 20: KOLOR, PLIK;;;;;;
NISKI;CANON;IPF 770;1;23(3/4);23;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=23 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 23: PLIK;;;;;;
NISKI;CANON;IR 1022I;1;26(3/4);26;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=26 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 26: PLIK;;;;;;
NISKI;CANON;IR 1133;1;28(3/4);28;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=28 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 28: PLIK;;;;;;
NISKI;CANON;IR 2270;2;32(2/4), 552(2/4);32;2/4;RODZAJ, PLIK;;Druk;;NIE;;2;2;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ, PLIK.;;;;;;
NISKI;CANON;IR 2800;1;35(3/4);35;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=35 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 35: PLIK;;;;;;
NISKI;CANON;IR ADVANCE C2225I;1;47(4/4);47;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/irc3225i.jpg;2;2;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;CANON;IR ADVANCE C5235I;1;48(3/4);48;3/4;KOLOR;;Druk;Kserokopiarka cyfrowa A3 kolorowa;;https://ksero-partner.com.pl/imgdev/irc3225i.jpg;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=48 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 48: KOLOR;;;;;;
NISKI;CANON;IR-ADV 525i;1;51(3/4);51;3/4;PLIK;;Druk;urządzenie wielofunkcyjne A4;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=51 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 51: PLIK;;;;;;
NISKI;EPSON;WF-869RD3TWFC;1;92(3/4);92;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=92 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 92: PLIK;;;;;;
NISKI;EPSON;WF-C878R;1;97(2/4);97;2/4;RODZAJ, PLIK;;Druk;;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=97 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 97: RODZAJ, PLIK;;;;;;
NISKI;HP;500;1;146(3/4);146;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=146 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 146: PLIK;;;;;;
NISKI;HP;LJ 2727MF;1;160(3/4);160;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=160 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 160: PLIK;;;;;;
NISKI;KONICA MINOLTA;360;1;239(3/4);239;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=239 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 239: PLIK;;;;;;
NISKI;KONICA MINOLTA;BIZNHUB 211;1;244(2/4);244;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3;;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=244 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 244: KOLOR, PLIK;;;;;;
NISKI;KONICA MINOLTA;C 204;1;246(2/4);246;2/4;RODZAJ, PLIK;;Druk;;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=246 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 246: RODZAJ, PLIK;;;;;;
NISKI;KONICA MINOLTA;C 250;1;252(3/4);252;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=252 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 252: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 253;1;254(3/4);254;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=254 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 254: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 258;2;255(3/4), 268(3/4);255;3/4;PLIK;;Druk;kserokoparka laserowa A3 kolorowa;TAK;;2;2;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;KONICA MINOLTA;C 300;1;256(3/4);256;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=256 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 256: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 360;1;261(3/4);261;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=261 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 261: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO 227;1;71(3/4);71;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=71 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 71: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO+ 3351;1;75(3/4);75;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=75 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 75: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO+ 6000L;1;79(2/4);79;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=79 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 79: KOLOR, PLIK;;;;;;
NISKI;KYOCERA;3212i;1;510(3/4);510;3/4;PLIK;RODZAJ sugeruje kolor, KOLOR=NIE;Druk;Kserokopiarka cyfrowa A3 kolorowa;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=510 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 510: PLIK;;;;;;
NISKI;KYOCERA;M 2040;1;269(2/4);269;2/4;RODZAJ, PLIK;;Druk;;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=269 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 269: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;M 3040I;1;279(3/4);279;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=279 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 279: PLIK;;;;;;
NISKI;KYOCERA;M3145idn;1;30002520(3/4);30002520;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002520 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002520: PLIK;;;;;;
NISKI;KYOCERA;P 5532;1;524(3/4);524;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=524 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 524: PLIK;;;;;;
NISKI;OCE;9400;1;418(3/4);418;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=418 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 418: PLIK;;;;;;
NISKI;RICOH;2018;1;429(3/4);429;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=429 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 429: PLIK;;;;;;
NISKI;RICOH;201n;1;430(3/4);430;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=430 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 430: PLIK;;;;;;
