priorytet;rodzina;model_podpis;liczba_rekordow_maszyna;przyklady_id_ewidencja_serial;kandydaci_id_model;proponowany_id_model;status_kandydata;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_id_model;uwagi_uzytkownika
NISKI;RICOH;1505 / 1315;5;133:KP/0107/06/2014: || 1597:KP/1275: || 1686:KP/1291:;301(3/4);301;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=301 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 301: PLIK;;
NISKI;RICOH;DSM 745;5;811:KP/0751/08/2014: || 1311:KP/1120: || 1424:KP/1171:;333(3/4);333;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=333 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 333: PLIK;;
NISKI;RICOH;IM 2500;5;6926:KP/4416\REMOTE:4413R441401 || 7189:KP/4647:4412R940006 || 7592:KP/5051:4414R940197;455(3/4) | 574(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 3555;5;3585:KP/2264:C367J500070 || 7250:KP/4696/BNP/SRS/SmartIT:C368P500136 || 6866::;477(4/4);477;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=477 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 5001;5;478:KP/0431/07/2014:V8003100546 || 898:KP/0834/08/2014: || 1575:KP/1258:;364(3/4);364;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=364 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 364: PLIK;;
NISKI;RICOH;MPC 3500;5;565:KP/0513/07/2014:L8984400215 || 619:KP/0566/07/2014:L8974400084 || 1120:KP/1007:L8983701592;394(4/4);394;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=394 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;TRIUMPH-ADLER;4030;5;5255:KP/2945:V1P3Y01303 || 5217:KP/3024:V1P3Y01326 || 5218:KP/3025\VM:V1P3Y01268;513(3/4);513;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=513 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 513: PLIK;;
NISKI;CANON;IR 3035;4;564:KP/0512/07/2014: || 910:KP/0844/09/2014: || 911:KP/0845/09/2014:;37(3/4);37;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=37 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 37: PLIK;;
NISKI;HP;HP Designjet T650;4;5720:KP/3475:CN0C32M047 || 6590:KP/4157:CN2894M02N || 5718:KP/3474/BNP:CN0BL2M02W;155(2/4);155;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=155 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 155: KOLOR, PLIK;;
NISKI;KONICA MINOLTA;162;4;630:KP/0577/07/2014: || 684:KP/0629/07/2014: || 708:KP/0652/07/2014:;233(3/4);233;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=233 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 233: PLIK;;
NISKI;KONICA MINOLTA;C 203;4;202:KP/0170/06/2014:A02E022027 || 1938:KP/1443:A02E022010490 || 2766:KP/1862:;245(3/4);245;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=245 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 245: PLIK;;
NISKI;KONICA MINOLTA;INEO 220;4;376:KP/0336/07/2014:A0ED023118734 || 402:KP/0360/07/2014:A0ED023115881 || 2044:KP/1479:;70(3/4);70;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=70 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 70: PLIK;;
NISKI;KYOCERA;300ci;4;3931:WEKP/2467:W387504360 || 3932:WEKP/2469:W387504361 || 4214:EKP/2493:W386401549;520(4/4);520;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=520 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;KYOCERA;P 6235C;4;4151:KP/2577:1102NS3NL0V5U7218420 || 4223:KP/2593: || 4407:KP/2652:RCH8702543;282(3/4);282;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=282 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 282: PLIK;;
NISKI;KYOCERA;P-5532;4;5382:KP/3168:R9J903914 || 5383:KP/3167\VM:R9J9Y03911 || 5485:KP/3265\VM:R9J0807233;525(3/4);525;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=525 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 525: PLIK;;
NISKI;RICOH;1515;4;3221:KP/2004: || 3841:KP/2405: || 4174:KP/2583:K2149200042;427(3/4);427;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=427 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 427: PLIK;;
NISKI;RICOH;DSC 328;4;189:KP/0158/06/2014:K4341200868 || 667:KP/0613/07/2014: || 1194:KP/1064:;314(3/4);314;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=314 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 314: PLIK;;
NISKI;RICOH;DSC 424;4;369:KP/0329/07/2014: || 901:KP/0837/08/2014: || 1916:KP/1378:;316(3/4);316;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=316 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 316: PLIK;;
NISKI;RICOH;DSC 435;4;186:KP/0155/06/2014:K5160100430 || 419:KP/0375/07/2014: || 592:KP/0539/07/2014:K5060400823;317(3/4);317;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=317 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 317: PLIK;;
NISKI;RICOH;IMC 2000;4;6211:KP/3914\REMOTE:3082R110818 || 7028::UYT5667789J || 7223::;461(3/4) | 579(3/4);;decyzja_duplikat;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 1600;4;854:KP/0793/08/2014: || 858:KP/0796/08/2014: || 959:KP/0893/09/2014:;337(2/4);337;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=337 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 337: KOLOR, PLIK;;
NISKI;RICOH;MP 5000;4;247:KP/0214/06/2014:M5783400241 || 2037:KP/1476: || 2286:kp/1570:V8003100016;363(4/4);363;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=363 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 6002;4;4630:KP/2731:W863J400005 || 4752:KP/2766\VM:W864J967256 || 5064:KP/2926\REMOTE:W866J100175;367(3/4);367;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=367 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 367: PLIK;;
NISKI;RICOH;Ricoh IM 350;4;7126:KP/4592:3389P700020 || 7481:KP/4928:3380PB02596 || 7482:KP/4929\R\E:3389PB01127;632(3/4);632;jednoznaczny_niepelny;RODZAJ;Moge hurtowo ustawic MASZYNA.ID_MODEL=632 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 632: RODZAJ;;
NISKI;CANON;IR 1024IF;3;769:KP/0711/08/2014: || 945:KP/0879/09/2014: || 960:KP/0894/09/2014:;27(3/4);27;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=27 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 27: PLIK;;
NISKI;CANON;IR 2200;3;320:KP/0281/07/2014: || 674:KP/0620/07/2014: || 1031:KP/0950/09/2014:;31(3/4);31;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=31 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 31: PLIK;;
NISKI;CANON;IR 6555I;3;4595:KP/2713:XQS01348 || 4635:KP/2734: || 4882:EKP/2734:2MA01138;42(3/4);42;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=42 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 42: PLIK;;
NISKI;CANON;IR ADVANCE 4225I;3;316:KP/0277/07/2014: || 1127:KP/1015:QHU03241 || 1680:KP/1315:QJZ15536;45(3/4);45;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=45 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 45: PLIK;;
NISKI;CANON;imagePROGRAF TM-300;3;5076:WKP/2935/BNP:BALB08047 || 5552:WKP/3325/BNP:BALB21712 || 5495:KP/3272:BALB18966;63(2/4);63;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=63 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 63: KOLOR, PLIK;;
NISKI;EPSON;EPSONSC-T 5100;3;4587:KP/2710: || 4588:KP/2711:X3ZR000740 || 4659:WEKP/2626:X3ZR000586;84(2/4);84;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=84 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 84: KOLOR, PLIK;;
NISKI;EPSON;WF-C5790DWF;3;4862:WEKP/2727:X3B8033119 || 4897:EKP/2743:X3B8033096 || 4913:KP/2808:X3B8033118;93(3/4);93;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=93 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 93: PLIK;;
NISKI;HP;DesignJet T650;3;5691:WKP/3453/BNP:CN0C22M0HP || 7570:KP/5014:5HB08D || 6691:KP/4206:CN3294M080;151(2/4);151;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=151 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 151: KOLOR, PLIK;;
NISKI;HP;HP Designjet 510;3;4523:KP/....: || 4642:KP*****: || 4652:kp00000:;153(2/4);153;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=153 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 153: KOLOR, PLIK;;
NISKI;KONICA MINOLTA;BIZHUB 223;3;796:KP/0737/08/2014: || 897:KP/0833/08/2014: || 6369::;242(3/4);242;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=242 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 242: PLIK;;
NISKI;KONICA MINOLTA;C 450;3;617:KP/0564/07/2014: || 1395:KP/1167: || 2109:KP/1505:;262(3/4);262;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=262 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 262: PLIK;;
NISKI;KONICA MINOLTA;C 451;3;806:KP/0746/08/2014: || 3858:KP/2444: || 6783::;263(2/4) | 548(2/4);;decyzja_duplikat;RODZAJ, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KONICA MINOLTA;INEO+ 284;3;1269:KP/1094: || 2614:KP/1795: || 6831::;74(3/4);74;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=74 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 74: PLIK;;
NISKI;KYOCERA;TASKalfa 356ci;3;4890:EKP/2740:V7C8Z19712 || 6528:KP/4105:V7C7307440 || 6529:KP/4106:V7C7307488;283(3/4);283;jednoznaczny_niepelny;KOLOR;Moge hurtowo ustawic MASZYNA.ID_MODEL=283 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 283: KOLOR;;
NISKI;RICOH;3205;3;185:KP/0154/06/2014:J0330400011 || 664:KP/0610/07/2014: || 719:KP/0663/07/2014:;306(3/4);306;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=306 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 306: PLIK;;
NISKI;RICOH;5210 SF;3;3637:KP/2274:S9158977453 || 3872:KP/2453:S9124600568 || 4031:KP/2531:S9123900118;449(3/4);449;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=449 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 449: PLIK;;
NISKI;RICOH;7502;3;5042:KP/2904:W876J200107 || 5185:KP/3010:W875J700010 || 6001:KP/3734\VM:W875J997340;450(3/4);450;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=450 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 450: PLIK;;
NISKI;RICOH;DSM 735;3;79:KP/0057/06/2014:K9363100071 || 1305:KP/1141:K9363300981 || 2011:KP/1471:;335(3/4);335;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=335 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 335: PLIK;;
NISKI;RICOH;MP 3053;3;4653:KP/2738:E754KA88452 || 4751:KP/2765\VM:E754K878541 || 6350:KP/3978\REMOTE:E754K785124;474(4/4);474;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=474 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 5054;3;5921:KP/3663:G186R080816 || 6525:KP/4102\EMAIL:G186J800320 || 6434:KP/4026:G185JA00125;484(4/4) | 595(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 8001;3;3926:KP/2477:V7102900009 || 3928:KP/2476:V709330010 || 3986:KP/2515:V7113899334;370(3/4);370;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=370 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 370: PLIK;;
NISKI;RICOH;MPC 2004ex sp;3;3639:KP/2276:c767r420087 || 3888:EKP/2417\VM:C767RA22120 || 4277:WEKP/2512\VM:C767RC21570;403(4/4);403;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=403 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;TRIUMPH-ADLER;P-C3061;3;4023:KP/2528:V826X03956 || 4024:KP/2529:V826X03955 || 4025:KP/2530:V826X03960;515(3/4);515;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=515 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 515: PLIK;;
NISKI;CANON;6612;2;706:KP/0650/07/2014: || 4241:.........................:;17(3/4);17;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=17 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 17: PLIK;;
NISKI;CANON;C 5030I;2;3317:.: || 6071::;19(2/4);19;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=19 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 19: RODZAJ, PLIK;;
NISKI;CANON;FORMULA DR- 6010C;2;2667:KP/1757: || 4111:KP/2560:;20(2/4);20;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=20 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 20: KOLOR, PLIK;;
NISKI;CANON;IPF 770;2;1451:: || 3768:KP/2355:;23(3/4);23;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=23 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 23: PLIK;;
NISKI;CANON;IR 1022I;2;318:KP/0279/07/2014: || 1879:KP/1371:;26(3/4);26;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=26 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 26: PLIK;;
NISKI;CANON;IR 1133;2;855:KP/0794/08/2014: || 6588::reklamacje;28(3/4);28;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=28 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 28: PLIK;;
NISKI;CANON;IR 2270;2;2211:KP/1549: || 5489::;32(2/4) | 552(2/4);;decyzja_duplikat;RODZAJ, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;IR 2800;2;315:KP/0276/07/2014: || 763:KP/0706/08/2014:;35(3/4);35;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=35 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 35: PLIK;;
NISKI;CANON;IR ADVANCE C2225I;2;47:KP/0033/06/2014:LYE07816 || 1173:KP/1:;47(4/4);47;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=47 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;IR ADVANCE C5235I;2;876:KP/0813/08/2014: || 1982:JWF90695:JWF90695;48(3/4);48;jednoznaczny_niepelny;KOLOR;Moge hurtowo ustawic MASZYNA.ID_MODEL=48 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 48: KOLOR;;
NISKI;CANON;IR-ADV 525i;2;4763:EKP/2676:2CG03226 || 4764:WEKP/2675\VM:2CG03108;51(3/4);51;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=51 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 51: PLIK;;
NISKI;EPSON;WF-869RD3TWFC;2;4429:KP/2661:X2SS001013 || 4465:KP/2682:X2SS007118;92(3/4);92;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=92 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 92: PLIK;;
NISKI;EPSON;WF-C878R;2;6964:: || 7123::;97(2/4);97;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=97 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 97: RODZAJ, PLIK;;
NISKI;HP;500;2;2528:KP/1748: || 2732:KP/1762:;146(3/4);146;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=146 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 146: PLIK;;
NISKI;HP;LJ 2727MF;2;1838:KP/12312312: || 3190:kp...:;160(3/4);160;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=160 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 160: PLIK;;
NISKI;KONICA MINOLTA;360;2;2729:KP/1761: || 7473::;239(3/4);239;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=239 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 239: PLIK;;
NISKI;KONICA MINOLTA;BIZNHUB 211;2;950:KP/0884/09/2014: || 2036:KP/1475:;244(2/4);244;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=244 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 244: KOLOR, PLIK;;
NISKI;KONICA MINOLTA;C 204;2;5998:: || 5488::;246(2/4);246;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=246 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 246: RODZAJ, PLIK;;
NISKI;KONICA MINOLTA;C 250;2;845:KP/0785/08/2014: || 4709:kp000000:;252(3/4);252;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=252 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 252: PLIK;;
NISKI;KONICA MINOLTA;C 253;2;3172:KP/1986: || 4092:KP/2572:;254(3/4);254;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=254 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 254: PLIK;;
NISKI;KONICA MINOLTA;C 258;2;4150:KP/2576: || 6882:WKP/4375/BNP/SRS/SmartIT:A7R0021020380;255(3/4) | 268(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KONICA MINOLTA;C 300;2;120:KP/0095/06/2014:262700719 || 920:KP/0854/09/2014:;256(3/4);256;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=256 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 256: PLIK;;
NISKI;KONICA MINOLTA;C 360;2;3845:KP/2407: || 6053::;261(3/4);261;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=261 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 261: PLIK;;
NISKI;KONICA MINOLTA;INEO 227;2;4815:KP/2784:A7AK127001761 || 4816:KP/2785:A7AK127001757;71(3/4);71;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=71 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 71: PLIK;;
NISKI;KONICA MINOLTA;INEO+ 3351;2;5379::A92F121004985 || 5380::A92F121004649;75(3/4);75;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=75 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 75: PLIK;;
NISKI;KONICA MINOLTA;INEO+ 6000L;2;204:KP/0172/06/2014:A1DV022000676 || 7361::A1DV022000404;79(2/4);79;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=79 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 79: KOLOR, PLIK;;
NISKI;KYOCERA;3212i;2;6889:KP/4383:R420818411 || 6890:KP/4384:R420818393;510(3/4);510;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=510 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 510: PLIK;;
